basket,n,term_m,prot_bar,coupon,status
ZG/MOS/LI/VIPS/VALE/DVN,6,60,0.6,45.7,ok
CF/MDB/ALB/ORCL/OKTA/APA,6,6,0.7,65.3,ok
ZG/MOS/LI/VIPS/VALE/DVN,6,60,0.6,,reject_leverage
ZG/MOS/LI/VIPS/VALE/DVN,6,60,0.6,,reject_leverage
ZG/MOS/LI/VIPS/VALE/DVN,6,60,0.6,27.9,ok
ZG/MOS/LI/VIPS/VALE/DVN,6,36,0.6,24.9,ok
ZG/MOS/LI/VIPS/VALE/DVN,6,36,0.6,49.0,ok
ZG/MOS/LI/VIPS/VALE/DVN,6,36,0.6,49.0,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,18.5,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,18.1,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,17.8,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,60,0.65,12.4,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,15.4,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,15.4,ok
CHTR/SPOT/PEP/SQ/LW/SBUX,6,60,0.6,13.8,ok
CHTR/SPOT/PEP/SQ/LW/SBUX,6,60,0.6,17.5,ok
CHTR/SPOT/PEP/SQ/LW/SBUX,6,60,0.6,15.9,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,15.4,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,18.0,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,17.3,ok
AMZN/CRM/PG/PM/WMT/JNJ,6,36,0.65,15.4,ok
V/GOOG/AMZN/ORCL/MSFT/LLY,6,36,0.65,26.8,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,24.7,ok
V/GOOG/AMZN/ORCL/LLY/MCD,6,36,0.65,27.9,ok
V/GOOG/AMZN/ORCL/MSFT/LLY,6,36,0.65,28.2,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,8.9,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,17.7,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,22.1,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,24.1,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,6.6,ok
NFLX/T/PEP/UNH/TEAM/LLY,6,60,0.7,23.0,ok
UBER/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.2,ok
UBER/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.2,ok
M/VZ/TEAM/MOS/PEP/T,6,60,0.6,14.4,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,2.5,ok
MBLY/NFLX/UNH/HUBS/CHTR/WDAY,6,60,0.6,2.5,ok
MO/VZ/TEAM/MOS/PEP/T,6,60,0.6,10.1,ok
MOS/VZ/TEAM/MOS/PEP/T,6,60,0.6,8.1,ok
NKE/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.4,ok
TTWO/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.1,ok
BABA/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.8,ok
DAL/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.6,ok
UBER/VZ/TEAM/MOS/PEP/T,6,60,0.6,12.2,ok
NFLX/VZ/TEAM/MOS/PEP/T,6,60,0.6,11.6,ok
MBLY/VZ/TEAM/MOS/PEP/T,6,60,0.6,17.1,ok
MBLY/VZ/TEAM/MOS/PEP/T,6,60,0.6,17.6,ok
NFLX/T/PEP/UNH/MU/LLY,6,60,0.7,30.1,ok
RRX/WMB/TER/SNPS/TXN,5,36,0.7,38.3,ok
RRX/WMB/TER/SNPS/TXN,5,36,0.7,34.5,ok
AAPL/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,16.7,ok
TSLA/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,19.3,ok
MSFT/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,15.9,ok
NVDA/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,16.8,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,9.4,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,11.8,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,12.6,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,13.0,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,12.5,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,14.2,ok
TSLA/NVDA/TEAM/NFLX/MSFT/GOOG,6,60,0.6,21.2,ok
TSLA/NVDA/ROKU/NFLX/MSFT/GOOG,6,60,0.6,,reject_margin
TSLA/NVDA/ROKU/NFLX/MSFT/GOOG,6,60,0.6,,reject_margin
GOOG/MDB/NFLX/NIO/NVDA/ORCL,6,84,0.6,16.8,ok
AMZN/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,16.7,ok
AVGO/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,18.1,ok
TSLA/NVDA/MU/NFLX/MSFT/GOOG,6,60,0.6,13.6,ok
TSLA/NVDA/MU/NFLX/MSFT/GOOG,6,12,0.6,38.1,ok
TSLA/NVDA/MU/NFLX/WDC/GOOG,6,12,0.6,60.6,ok
GOOG/MDB/NFLX/NIO/ORCL/WDC,6,84,0.6,23.6,ok
ETHA/GOOG/MDB/NFLX/NIO/ORCL,6,84,0.6,21.5,ok
GOOG/MDB/NFLX/NIO/ORCL/WDC,6,84,0.6,30.2,ok
MBLY/NFLX/UNH/HUBS/CHTR/ZG,6,60,0.6,9.8,ok
MBLY/NFLX/UNH/HUBS/CHTR/ZG,6,60,0.6,23.8,ok
MBLY/NFLX/UNH/HUBS/CHTR/ZG,6,60,0.6,14.6,ok
MBLY/NFLX/UNH/HUBS/CHTR/ZG,6,60,0.6,33.0,ok
NFLX/GOOG/JNJ/CRM/WDC,5,36,0.65,38.4,ok
NFLX/GOOG/JNJ/CRM/WDC,5,36,0.65,38.4,ok
MBLY/NFLX/UNH/HUBS/CHTR/ZG,6,60,0.6,,reject_margin
NFLX/GOOG/LLY/CRM/WDC/MCD,6,36,0.65,41.3,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,3.2,ok
NFLX/GOOG/JNJ/CRM/WDC/V,6,36,0.65,39.0,ok
NFLX/GOOG/JNJ/CRM/SNDK/V,6,36,0.65,43.7,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,14.5,ok
NFLX/GOOG/JNJ/CRM/CCJ/V,6,36,0.65,28.2,ok
NFLX/GOOG/JNJ/CRM/LLY/V,6,36,0.65,22.1,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,14.0,ok
NFLX/GOOG/JNJ/CRM/CCJ/V,6,36,0.65,28.0,ok
NFLX/GOOG/JNJ/CRM/LLY/V,6,36,0.65,21.9,ok
NFLX/GOOG/JNJ/CRM/JPM/V,6,36,0.65,19.1,ok
NFLX/GOOG/JNJ/CRM/C/V,6,36,0.65,20.0,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,22.5,ok
NFLX/GOOG/JNJ/CRM/VZ/V,6,36,0.65,18.9,ok
NFLX/GOOG/JNJ/CRM/GPS/V,6,36,0.65,27.3,ok
UNH/BABA/ORCL/ROKU/CCJ,5,60,0.6,15.1,ok
AMZN/CRM/T/PM/PEP/LLY,6,60,0.65,18.3,ok
T/MSFT/GOOG/AMZN/TEAM/CRM,6,60,0.65,17.3,ok
PM/DELL/CRM/LLY/ORCL/UNH,6,36,0.7,12.8,ok
UNH/BABA/ORCL/MCD/ROKU/CCJ,6,60,0.6,19.3,ok
UNH/BABA/VZ/MCD/ROKU/CCJ,6,60,0.6,13.9,ok
UNH/BABA/VZ/PM/ROKU/CCJ,6,60,0.6,15.3,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,15.1,ok
MDB/LLY/VZ/PEP/ROKU/CCJ,6,60,0.6,10.7,ok
MBLY/T/ORCL/WDC/CHTR/NBIS,6,60,0.6,20.9,ok
UNH/NFLX/VZ/PEP/ROKU/CCJ,6,60,0.6,14.0,ok
UNH/BABA/VZ/PEP/ROKU/CCJ,6,60,0.6,14.6,ok
V/MA/PG/MCD/WMT,5,24,0.8,13.2,ok
SPOT/T/OKTA/CRM,4,24,0.65,13.4,ok
DVN/BAC/BLDR/ETHA/TLT,5,36,0.7,36.8,ok
PDD/VZ/PEP/MBLY/TSLA/NFLX,6,60,0.6,19.3,ok
MBLY/T/ORCL/BLK/CHTR/NBIS,6,60,0.6,1.3,ok
NFLX/T/PEP/UNH/DELL/LLY,6,60,0.7,34.5,ok
NFLX/T/PEP/UNH/DELL/LLY,6,60,0.7,35.3,ok
V/MA/PG/MCD/WMT,5,24,0.8,13.2,ok
NFLX/UNH/AMD/DELL/T/PEP,6,24,0.7,16.6,ok
T/MOS/PEP/ADBE/TSLA/GOLD,6,60,0.65,11.8,ok
AMZN/AMD/NFLX/PEP/LLY/T,6,60,0.7,42.7,ok
MBLY/T/ORCL/MSFT/CHTR/NBIS,6,60,0.6,2.7,ok
AMZN/AMD/NFLX/PEP/LLY/T,6,60,0.7,45.1,ok
NFLX/CRWD/DELL/T,4,24,0.65,18.0,ok
CCJ/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,30.1,ok
T/MOS/PEP/MU/SNPS/GOLD,6,60,0.65,10.1,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,23.2,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,23.4,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,24.7,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.65,23.2,ok
XPEV/SE/TME/TEAM/LI/BIDU,6,84,0.6,3.4,ok
VIPS/SE/TME/TEAM/LI/BIDU,6,60,0.6,13.2,ok
BABA/SE/TME/TEAM/LI/BIDU,6,60,0.6,11.5,ok
XPEV/SE/TME/TEAM/LI/BIDU,6,60,0.6,16.4,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,19.5,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,43.9,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,43.9,ok
MDB/MRVL/TEAM,3,48,0.65,51.7,ok
MBLY/MDB/MRVL/NIO/ROKU/TEAM,6,36,0.6,23.5,ok
CHTR/LW/MOS/NIO/PDD/XPEV,6,36,0.6,45.2,ok
MDB/NFLX/NIO/PFE/TEAM/UNH,6,60,0.6,40.6,ok
MMM/ADBE/ALB/BABA/ABBV/ALGN,6,60,0.7,15.6,ok
MMM/ADBE/ALB/BABA/ABBV/ALGN,6,60,0.7,6.3,ok
MMM/ADBE/ALB/BABA/ABBV/ALGN,6,60,0.7,,reject_margin
TEAM/MSTR/HUBS/MBLY/OKTA/WDAY,6,60,0.6,7.4,ok
TEAM/MSTR/HUBS/MBLY/OKTA/WDAY,6,60,0.6,,reject_margin
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.65,9.4,ok
MBLY/INTC/ORCL/MDB/CHTR/TEAM,6,60,0.6,14.1,ok
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.6,9.2,ok
MBLY/INTC/ORCL/MDB/CHTR/TEAM,6,60,0.6,19.8,ok
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.55,9.0,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,24,0.7,2.3,ok
V/GOOG/AMZN/ORCL/MSFT/MCD,6,36,0.7,4.8,ok
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.55,16.8,ok
UNH/LLY/VZ/PEP/ROKU/CCJ,6,60,0.55,16.8,ok
V/GOOG/AMZN/ORCL/MSFT,5,12,0.7,17.9,ok
GOOG/MRVL/NVDA/MU/ORCL/ADBE,6,60,0.6,12.2,ok
NFLX/NVDA/ANET/UNH/PEP/MDB,6,60,0.6,12.7,ok
MMM/ADBE/ALB/BABA/FITB/ALGN,6,36,0.65,6.9,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,11.9,ok
MBLY/INTC/ORCL/MDB/CHTR/TEAM,6,60,0.6,14.8,ok
MBLY/INTC/ORCL/MDB/CHTR/TEAM,6,60,0.6,20.2,ok
T/MOS/PEP/ALB/SNPS/GOLD,6,60,0.65,3.9,ok
MMM/ADBE/ALB/BABA/FITB/ALGN,6,60,0.65,4.9,ok
MMM/ADBE/ALB/BABA/FITB/ALGN,6,60,0.65,7.1,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,7.5,ok
T/MOS/PEP/MU/SNPS/GOLD,6,60,0.65,11.7,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,8.3,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,8.0,ok
MSFT/AMZN/GOOG/AMD/ORCL/NVDA,6,60,0.6,12.6,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,,reject_leverage
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,10.1,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,12.6,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,13.1,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,15.2,ok
CF/SHOP/CHTR/MOS/LW/ZG,6,60,0.6,35.5,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,12.5,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,12.8,ok
CF/SHOP/CHTR/MOS/LW/ZG,6,60,0.6,45.1,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,12.4,ok
TEAM/MSTR/PM/XPEV/ALB/DELL,6,60,0.6,35.6,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,16.8,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,16.6,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,13.8,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,28.0,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,29.7,ok
MSFT/AMZN/GOOG/AMD/HPE/NVDA,6,60,0.6,11.9,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,28.0,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,29.7,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,29.1,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,84,0.6,12.6,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,13.6,ok
T/NFLX/PEP/NBIS/UNH/NIO,6,60,0.6,10.3,ok
T/NFLX/PEP/NBIS/UNH/NIO,6,60,0.6,17.6,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,15.7,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,14.5,ok
MBLY/NBIS/LI/T/CHTR/TEAM,6,60,0.6,12.9,ok
PDD/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,20.2,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,60,0.6,29.5,ok
ETHA/BMRN/MOS/TEAM/AAL/CHTR,6,60,0.6,31.7,ok
NFLX/UNH/TEAM/CRM/T/PEP,6,24,0.65,12.2,ok
ORCL/ADSK/MSFT/MCD/HPQ/AAPL,6,60,0.65,1.6,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,4.9,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,3.6,ok
ORCL/ADSK/MELI/MCD/HPQ/CRM,6,60,0.65,,reject_margin
MSFT/T/NVDA/MRVL/ADBE/PEP,6,60,0.6,16.4,ok
MSFT/T/NVDA/MRVL/ADBE/PEP,6,60,0.6,15.0,ok
MSFT/T/NVDA/MRVL/ADBE/PEP,6,60,0.6,22.1,ok
MSFT/T/NVDA/MRVL/ADBE/PEP,6,60,0.6,20.3,ok
MSFT/T/NVDA/MRVL/ADBE/PEP,6,60,0.6,17.8,ok
NVDA/GOOG/TTWO/MSFT/AAPL/TSLA,6,60,0.6,8.3,ok
FUTU/SE/TME/TEAM/LI/BIDU,6,60,0.6,1.1,ok
FUTU/SE/TME/TEAM/LI/BIDU,6,60,0.6,17.9,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,27.9,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,20.0,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,13.7,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,43.6,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,22.8,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,reject_margin
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,46.2,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,43.9,ok
BABA/BKNG/DT/LI/MOS/ZG,6,36,0.6,43.9,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,33.3,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,32.0,ok
AMD/MBLY/MRVL/NIO/ROKU/TEAM,6,36,0.6,23.1,ok
MDB/MRVL/TEAM,3,48,0.65,51.7,ok
MBLY/MDB/MRVL/NIO/ROKU/TEAM,6,36,0.6,23.5,ok
CHTR/LW/MOS/NIO/PDD/XPEV,6,36,0.6,45.2,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,,no_coupon
MDB/NFLX/NIO/PFE/TEAM/UNH,6,60,0.6,40.6,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,4.2,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,11.6,ok
NVDA/AVGO/ORCL/AAPL/GOOG/NBIS,6,36,0.6,11.3,ok
NVDA/ORCL/GOOG/AVGO/MDB/TEAM,6,60,0.6,21.0,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,19.4,ok
LI/TSLA/AMZN/PEP/PM/T,6,60,0.6,9.3,ok
ALGN/ADBE/NFLX/SQ,4,24,0.65,11.2,ok
LI/TSLA/AMZN/PEP/PM/T,6,60,0.6,11.3,ok
V/MA/PG/MCD/WMT,5,24,0.75,12.1,ok
ALGN/ADBE/BABA/SQ,4,24,0.65,13.3,ok
V/MA/PG/MCD/WMT,5,24,0.75,13.0,ok
NFLX/NVDA/ANET/UNH/PEP/V,6,60,0.65,10.5,ok
CCJ/QCOM,2,24,0.62,20.0,ok
NFLX/NVDA/ANET/UNH/PEP/AAPL,6,60,0.65,10.6,ok
ALGN/ADBE/BABA/NFLX,4,24,0.65,11.6,ok
NFLX/NVDA/ANET/UNH/PEP,5,60,0.65,9.0,ok
NFLX/NVDA/ANET/UNH/PEP,5,60,0.6,7.3,ok
V/MA/PG/MCD/WMT,5,24,0.75,10.3,ok
V/MA/PG/MCD/WMT,5,24,0.75,11.2,ok
V/MA/PG/MCD/WMT,5,24,0.75,8.6,ok
CF/MDB/NFLX/SHOP/DDOG/ORCL,6,36,0.6,18.2,ok
CF/MDB/APA/SHOP/DDOG/ORCL,6,36,0.6,18.6,ok
CF/MDB/OKTA/SHOP/DDOG/ORCL,6,36,0.6,17.9,ok
MRVL/AMZN/UBER/MOS/NBIS/TSLA,6,36,0.6,19.4,ok
MRVL/AMZN/UBER/MOS/NBIS/GOOG,6,36,0.6,19.0,ok
TEAM/ADBE/BABA/NFLX,4,24,0.65,18.2,ok
V/MA/PG/MCD/WMT,5,24,0.75,10.9,ok
TEAM/ADBE/BABA,3,24,0.65,14.7,ok
CCJ/NBIS/MU/NVDA/JNJ,5,60,0.65,43.7,ok
SE/ADBE/BABA,3,24,0.65,10.4,ok
NFLX/ADBE/BABA,3,24,0.65,3.3,ok
CCJ/QCOM,2,24,0.62,16.6,ok
NFLX/SE/BABA,3,24,0.65,7.1,ok
BABA/KO/TSLA/T/RCL/BKNG,6,60,0.6,12.9,ok
NFLX/SE/ADBE,3,24,0.65,8.3,ok
NFLX/SE/ADBE/BABA,4,24,0.65,14.0,ok
CCJ/QCOM,2,24,0.62,23.8,ok
TSM/DVN,2,24,0.76,13.8,ok
BABA/KO/TSLA/T/RCL/BKNG,6,60,0.6,17.1,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,11.2,ok
CF/MDB/INTC/SHOP/DDOG/ORCL,6,36,0.6,15.6,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,9.7,ok
CF/MDB/INTC/SHOP/DDOG/ORCL,6,36,0.6,16.3,ok
CF/MDB/NKE/SHOP/DDOG/ORCL,6,36,0.6,14.9,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,7.2,ok
CF/MDB/INTC/SHOP/DDOG/ORCL,6,36,0.6,16.9,ok
CF/MDB/PEP/SHOP/DDOG/ORCL,6,36,0.6,14.8,ok
CF/MDB/MSTR/SHOP/DDOG/ORCL,6,36,0.6,16.4,ok
CF/MDB/TEAM/SHOP/DDOG/ORCL,6,36,0.6,15.1,ok
CF/MDB/NFLX/SHOP/DDOG/ORCL,6,36,0.6,14.5,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,25.9,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,27.6,ok
NKE/NBIS/INTC/NVDA,4,60,0.6,33.1,ok
ABBV/ABNB/ADBE/ALB/ALGN/BABA,6,24,0.85,98.4,no_coupon
NKE/NBIS/INTC/NVDA,4,60,0.6,35.9,ok
NFLX/T/PEP/UNH/MU/LLY,6,60,0.7,29.1,ok
CF/MDB/AMZN/SHOP/DDOG/ORCL,6,36,0.6,14.4,ok
CF/MDB/T/SHOP/DDOG/ORCL,6,36,0.6,14.8,ok
CF/MDB/T/SHOP/DDOG/ORCL,6,36,0.6,14.1,ok
TSM/DVN,2,24,0.65,14.9,ok
TSM/DVN,2,24,0.65,14.4,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,36,0.6,22.1,ok
NFLX/UNH/TEAM/CRM/T/PEP,6,24,0.65,12.1,ok
NFLX/UNH/TEAM/CRM/T/PEP,6,24,0.7,13.3,ok
TSM/DVN,2,24,0.69,13.7,ok
NFLX/UNH/TEAM/CRM/T/PEP,6,24,0.7,13.4,ok
TSM/DVN,2,24,0.67,13.9,ok
TSM/DVN,2,24,0.66,13.9,ok
TSM/DVN,2,24,0.62,13.8,ok
TSM/DVN,2,24,0.63,13.9,ok
TSM/DVN,2,24,0.64,13.9,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,36,0.6,23.5,ok
CF/ETHA/CHTR/STLA/LW/MSTR,6,36,0.6,19.3,ok
CCJ/QCOM,2,24,0.62,14.0,ok
CCJ/QCOM,2,24,0.62,26.6,ok
TSM/DVN,2,24,0.65,13.9,ok
TSM/DVN,2,24,0.65,24.4,ok
NKE/MU/INTC/NVDA,4,60,0.6,25.8,ok
NKE/MU/INTC/NVDA,4,60,0.6,29.3,ok
NKE/MU/INTC/NVDA,4,60,0.6,34.2,ok
WBD/ROKU/DUOL/MDB/MRVL/MBLY,6,36,0.6,48.9,ok
MCD/SHOP/NET/IBM/MA/NFLX,6,24,0.6,17.2,ok
ABBV/ABNB/ADBE/ALB/ALGN/BABA,6,24,0.85,98.4,no_coupon
GOOG/ORCL/MU/NVDA,4,60,0.6,17.2,ok
GOOG/ORCL/MU/NVDA,4,60,0.6,12.1,ok
WMT/IBM/M/NVDA/ORCL/ADBE,6,24,0.6,13.1,ok
GOOG/ORCL/MU/NVDA,4,60,0.6,13.0,ok
GOOG/ORCL/MU/NVDA,4,60,0.6,12.1,ok
CRM/DPZ/WMT/MSFT/MELI,5,36,0.8,13.0,ok
GOOG/ORCL/MU/NVDA,4,60,0.6,11.5,ok
WMT/IBM/AVGO/NVDA/ORCL/ADBE,6,24,0.6,12.8,ok
WMT/IBM/AVGO/NVDA/ORCL/ADBE,6,24,0.6,8.1,ok
CRM/PYPL/WMT/MSFT/MELI,5,36,0.8,11.7,ok
GOOG/ORCL/MU/NVDA,4,60,0.6,12.4,ok
CRM/JNJ/WMT/MSFT/MELI,5,36,0.8,11.6,ok
WMT/DELL/AVGO/NVDA/ORCL/ADBE,6,24,0.6,18.3,ok
CRM/UNH/WMT/MSFT/MELI,5,36,0.8,13.4,ok
CRM/UNH/WMT/MSFT/MELI,5,36,0.6,8.1,ok
JNJ/UNH/WMT/MSFT/MELI,5,36,0.6,4.8,ok
JNJ/UNH/WMT/MSFT/MELI,5,36,0.6,2.8,ok
MOS/ZG/LI/BKNG/BABA/PDD,6,36,0.6,39.9,ok
JNJ/UNH/WMT/MSFT/MELI,5,36,0.6,2.4,ok
JNJ/UNH/XOM/MSFT/HPQ,5,36,0.6,4.7,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,12,0.7,28.1,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,12,0.7,20.7,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,12,0.7,28.7,ok
DASH/ADBE/ALGN/FCX/SHOP/ABBV,6,12,0.7,38.3,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,11.9,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,13.3,ok
NVDA/UNH/PM/BABA/M/ADBE,6,84,0.6,14.2,ok
JNJ/UNH/XOM/MSFT,4,36,0.6,,reject_margin
TEAM/MDB/MRVL,3,48,0.65,39.8,ok
TEAM/MDB/MRVL,3,48,0.65,40.5,ok
TEAM/MDB/MRVL,3,48,0.65,39.8,ok
TEAM/INTC/ETHA/ORCL/WDC/NOW,6,60,0.6,9.1,ok
TEAM/MDB/MRVL,3,48,0.65,38.5,ok
TEAM/MDB/MRVL,3,48,0.65,41.9,ok
TEAM/MDB/MRVL,3,48,0.65,47.9,ok
TEAM/MDB/MRVL,3,48,0.65,51.7,ok
LI/ROKU/CHTR/HAL/XPEV/ZG,6,36,0.6,46.0,ok
TEAM/INTC/ETHA/ORCL/WDC/NOW,6,60,0.6,7.5,ok
CHTR/NFLX/PEP/BKNG/SQ/SBUX,6,60,0.6,16.9,ok
CHTR/NFLX/PEP/BKNG/LW/SBUX,6,60,0.6,16.5,ok
LI/ROKU/CHTR/HAL/XPEV/ZG,6,36,0.6,43.6,ok
LI/ROKU/CHTR/HAL/XPEV/ZG,6,36,0.6,45.3,ok
LI/ROKU/CHTR/HAL/XPEV/ZG,6,36,0.6,46.0,ok
